numUniteUrbaine;nomUniteUrbaine;populationUniteUrbaine
161;Entre-deux-Guiers;3248
355;epernon;12210
50501;Cherbourg-Octeville;83311
56217;Belz;9265
14205;Falaise;8245
76403;Fecamp;20919
42203;Feurs;9432
9301;Foix;14531
9301;Foix;14531
851;Paris;10706072
4202;Forcalquier;6348
59305;Fourmies;15330
83502;Frejus;95721
34502;Sete;91281
3202;Gannat;5841
5401;Gap;41248
851;Paris;10706072
0;Zone rurale;14541106
851;Paris;10706072
46105;Gourdon;4321
851;Paris;10706072
755;Rouen;467133
31205;Grenade;8685
38701;Grenoble;511598
38701;Grenoble;511598
68401;Guebwiller;29102
0;Zone rurale;14541106
56211;Guer;6803
23301;Gueret;14529
5102;Guillestre;3208
2201;Guise;4919
33701;Bordeaux;904359
59702;Lille (partie francaise);1039397
1120;Hauteville-Lompnes;3739
50102;La Haye-du-Puits;4014
85303;Les Herbiers;15992
2302;Hirson;10031
757;Toulon;569793
85132;L'Île-d'Yeu;4771
851;Paris;10706072
851;Paris;10706072
68205;Kembs;8954
59702;Lille (partie francaise);1039397
0;Zone rurale;14541106
33303;Langon;13481
33303;Langon;13481
0;Zone rurale;14541106
2403;Laon;28791
81301;Lavaur;12623
31701;Toulouse;948433
86102;Lencloître;2462
11206;Lezignan-Corbieres;11285
851;Paris;10706072
14401;Lisieux;28545
851;Paris;10706072
59702;Lille (partie francaise);1039397
54405;Longwy (partie francaise);45883
27402;Louviers;44239
54403;Luneville;22690
758;Lyon;1639558
758;Lyon;1639558
758;Lyon;1639558
73201;Aime;8119
851;Paris;10706072
72701;Le Mans;210018
0;Zone rurale;14541106
59702;Lille (partie francaise);1039397
17206;Marennes;9109
57701;Metz;285268
759;Marseille - Aix-en-Provence;1585498
759;Marseille - Aix-en-Provence;1585498
759;Marseille - Aix-en-Provence;1585498
759;Marseille - Aix-en-Provence;1585498
53301;Mayenne;15119
81401;Mazamet;24994
48301;Mende;11641
57701;Metz;285268
9103;Mirepoix;3162
73109;Modane;3846
82401;Castelsarrasin;26467
44701;Nantes;633690
60601;Creil;120350
82501;Montauban;78084
42401;Montbrison;23170
71402;Montceau-les-Mines;39188
49208;La Pommeraye;18356
51111;Montmirail;3643
34701;Montpellier;428909
252;Montrejeau;5468
851;Paris;10706072
0;Zone rurale;14541106
69205;Mornant;5582
61201;Mortagne-au-Perche;4844
6701;Nice;943354
3401;Moulins;38277
68701;Mulhouse;246511
24204;Mussidan;7146
54701;Nancy;285659
54701;Nancy;285659
54701;Nancy;285659
44701;Nantes;633690
44701;Nantes;633690
76203;Neufchatel-en-Bray;5179
851;Paris;10706072
0;Zone rurale;14541106
44209;Nort-sur-Erdre;8539
76402;Lillebonne;21641
41104;Nouan-le-Fuzelier;2330
25110;Ornans;4357
60204;Orry-la-Ville;6328
14206;Ouistreham;9177
71205;Paray-le-Monial;9201
29401;Penmarch;22807
759;Marseille - Aix-en-Provence;1585498
0;Zone rurale;14541106
24501;Perigueux;74257
80209;Peronne;9453
22403;Lannion;49438
34215;Pezenas;9696
0;Zone rurale;14541106
70101;Plancher-les-Mines;2969
251;Plestin-les-Greves;4945
458;Dinard;32364
29118;Plouescat;3471
851;Paris;10706072
851;Paris;10706072
44214;Pontchateau;10604
14120;Pont-l'eveque;5253
60305;Pont-Sainte-Maxence;16997
49701;Angers;225978
0;Zone rurale;14541106
0;Zone rurale;14541106
44601;Saint-Nazaire;152164
85201;Pouzauges;5525
0;Zone rurale;14541106
56201;Quiberon;4938
29501;Quimper;80005
29304;Quimperle;14318
35701;Rennes;330871
0;Zone rurale;14541106
0;Zone rurale;14541106
753;Saint-etienne;373130
17601;La Rochelle;128466
0;Zone rurale;14541106
851;Paris;10706072
10301;Romilly-sur-Seine;16856
6701;Nice;943354
851;Paris;10706072
59702;Lille (partie francaise);1039397
755;Rouen;467133
69303;L'Arbresle;20735
17401;Saintes;29362
17401;Saintes;29362
0;Zone rurale;14541106
24205;Sarlat-la-Caneda;9030
21104;Saulieu;2473
8401;Sedan;26148
57601;Thionville;132722
34502;Sete;91281
51202;Sezanne;4996
74601;Annecy;168098
757;Toulon;569793
851;Paris;10706072
55105;Stenay;3173
67701;Strasbourg (partie francaise);461101
0;Zone rurale;14541106
78202;Saint-Arnoult-en-Yvelines;6086
35121;Saint-Aubin-du-Cormier;3732
0;Zone rurale;14541106
57402;Saint-Avold (partie francaise);34694
46106;Saint-Cere;4572
5301;Briancon;17468
88403;Saint-Die-des-Vosges;41934
753;Saint-etienne;373130
33701;Bordeaux;904359
0;Zone rurale;14541106
42501;Saint-Just-Saint-Rambert;60716
0;Zone rurale;14541106
85401;Saint-Hilaire-de-Riez;25377
9203;Saint-Girons;9722
0;Zone rurale;14541106
38124;Saint-Laurent-du-Pont;4543
38401;Saint-Marcellin;21027
44101;Saint-Mars-la-Jaille;2400
0;Zone rurale;14541106
13301;Saint-Martin-de-Crau;13673
851;Paris;10706072
83310;Sainte-Maxime;18589
35202;Saint-Meen-le-Grand;5801
80206;Saint-Leger-les-Domart;7323
851;Paris;10706072
64102;Saint-Palais;2969
17402;Royan;35729
17204;Saint-Pierre-d'Oleron;6751
72701;Le Mans;210018
81204;Saint-Sulpice;8778
69103;Saint-Symphorien-sur-Coise;3627
40303;Saint-Vincent-de-Tyrosse;15408
33701;Bordeaux;904359
758;Lyon;1639558
551;Montelimar;55791
0;Zone rurale;14541106
61102;Le Theil;3737
0;Zone rurale;14541106
0;Zone rurale;14541106
0;Zone rurale;14541106
61104;Tinchebray;4999
0;Zone rurale;14541106
47201;Tonneins;9853
89202;Tonnerre;5337
757;Toulon;569793
31701;Toulouse;948433
31701;Toulouse;948433
59702;Lille (partie francaise);1039397
84108;La Tour-d'Aigues;4196
38304;La Tour-du-Pin;21762
71202;Tournus;5663
851;Paris;10706072
38206;Tullins;8805
19103;Uzerche;2889
88402;La Bresse;24384
6701;Nice;943354
651;Valence;129705
757;Toulon;569793
0;Zone rurale;14541106
851;Paris;10706072
77403;Montereau-Fault-Yonne;27606
758;Lyon;1639558
155;Vayrac;2488
0;Zone rurale;14541106
67701;Strasbourg (partie francaise);461101
55401;Verdun;24283
70401;Vesoul;28707
49125;Vihiers;7858
0;Zone rurale;14541106
851;Paris;10706072
31114;Villefranche-de-Lauragais;4885
851;Paris;10706072
851;Paris;10706072
47401;Villeneuve-sur-Lot;48824
758;Lyon;1639558
851;Paris;10706072
14301;Vire;17650
759;Marseille - Aix-en-Provence;1585498
851;Paris;10706072
38701;Grenoble;511598
0;Zone rurale;14541106
0;Zone rurale;14541106
851;Paris;10706072
89102;Saint-Julien-du-Sault;2825
6701;Nice;943354
759;Marseille - Aix-en-Provence;1585498
29501;Quimper;80005
759;Marseille - Aix-en-Provence;1585498
37701;Tours;353042
759;Marseille - Aix-en-Provence;1585498
24501;Perigueux;74257
758;Lyon;1639558
37701;Tours;353042
0;Zone rurale;14541106
0;Zone rurale;14541106
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
73201;Aime;8119
263;Aire-sur-l'Adour;7462
759;Marseille - Aix-en-Provence;1585498
30501;Ales;94393
358;Allevard;14573
0;Zone rurale;14541106
68206;Altkirch;8921
37701;Tours;353042
44301;Ancenis;10403
63112;Saint-Georges-de-Mons;3588
0;Zone rurale;14541106
74601;Annecy;168098
33501;La Teste-de-Buch - Arcachon;65500
652;Geneve (SUI) - Annemasse (partie francaise);178404
65204;Argeles-Gazost;6974
61302;Argentan;15038
35126;Argentre-du-Plessis;4294
65204;Argeles-Gazost;6974
851;Paris;10706072
851;Paris;10706072
31701;Toulouse;948433
32401;Auch;25276
14113;Aunay-sur-Odon;4740
0;Zone rurale;14541106
71302;Autun;13635
89402;Auxerre;41853
31701;Toulouse;948433
59209;Avesnes-sur-Helpe;8298
54201;Baccarat;5075
59501;Armentieres (partie francaise);78130
76401;Barentin;20372
44701;Nantes;633690
56204;Baud;6230
25201;Baume-les-Dames;5241
14303;Bayeux;18093
45207;Beaugency;8818
38202;Beaurepaire;5853
34302;Bedarieux;13279
555;Belfort;81651
25602;Besancon;135448
25602;Besancon;135448
851;Paris;10706072
46104;Biars-sur-Cere;4524
0;Zone rurale;14541106
2202;Bohain-en-Vermandois;5670
851;Paris;10706072
33701;Bordeaux;904359
19104;Bort-les-Orgues;2745
62503;Boulogne-sur-Mer;87013
851;Paris;10706072
71201;Bourbon-Lancy;5054
23101;Bourganeuf;2732
38116;Le Bourg-d'Oisans;3239
1501;Bourg-en-Bresse;59778
38501;Bourgoin-Jallieu;57928
73204;Bourg-Saint-Maurice;9626
79304;Bressuire;19411
5301;Briancon;17468
50110;Bricquebec;5970
554;Brive-la-Gaillarde;75329
14402;Dives-sur-Mer;34823
0;Zone rurale;14541106
84111;Camaret-sur-Aigues;5328
49109;Cande;2869
6701;Nice;943354
6701;Nice;943354
6701;Nice;943354
755;Rouen;467133
33701;Bordeaux;904359
83204;Carces;7028
13211;Cassis;7221
59307;Caudry;18989
754;Avignon;456042
754;Avignon;456042
85402;Challans;27389
73601;Chambery;187010
49203;Chalonnes-sur-Loire;6513
71501;Chalon-sur-Saone;74911
77404;Champagne-sur-Seine;28076
37701;Tours;353042
85207;Chantonnay;8279
35214;Chateaubourg;8907
36501;Chateauroux;60779
57113;Chateau-Salins;2442
74108;Abondance;3487
86401;Chatellerault;40693
851;Paris;10706072
79101;Chef-Boutonne;2137
851;Paris;10706072
7114;Le Cheylard;4014
851;Paris;10706072
49501;Cholet;57841
757;Toulon;569793
0;Zone rurale;14541106
0;Zone rurale;14541106
60401;Clermont;21674
63701;Clermont-Ferrand;265892
365;Clisson;18440
71112;Cluny;4803
0;Zone rurale;14541106
74502;Cluses;89490
83305;Cogolin;12387
851;Paris;10706072
3203;Commentry;7140
262;Conde-sur-Noireau;8255
851;Paris;10706072
851;Paris;10706072
851;Paris;10706072
63115;Courpiere;4234
74601;Annecy;168098
851;Paris;10706072
71401;Le Creusot;33444
29212;Crozon;7601
0;Zone rurale;14541106
14402;Dives-sur-Mer;34823
21701;Dijon;243244
67401;Molsheim;26662
67401;Molsheim;26662
756;Douai - Lens;504537
756;Douai - Lens;504537
29307;Douarnenez;14208
91302;Dourdan;12036
59602;Dunkerque;177103
0;Zone rurale;14541106
851;Paris;10706072
25602;Besancon;135448
0;Zone rurale;14541106
53202;Ernee;5757
67301;Erstein;11826
22302;Binic;12615
85129;La Ferriere;5167
61202;La Ferte-Mace;5548
72303;La Fleche;15185
61401;Flers;21911
86114;Fontaine-le-Comte;4672
85304;Fontenay-le-Comte;16868
851;Paris;10706072
0;Zone rurale;14541106
758;Lyon;1639558
851;Paris;10706072
2B501;Bastia;67699
61101;Gace;2074
5401;Gap;41248
757;Toulon;569793
86105;Gencay;3045
21202;Genlis;5342
851;Paris;10706072
45303;Gien;15740
32101;Gimont;2973
53105;Gorron;2623
56115;Gourin;3972
362;Le Grau-du-Roi;17189
38701;Grenoble;511598
751;Bayonne (partie francaise);236730
651;Valence;129705
22401;Guingamp;21755
40201;Hagetmau;5305
64202;Hasparren;6562
0;Zone rurale;14541106
751;Bayonne (partie francaise);236730
44121;Heric;5876
14601;Caen;198639
0;Zone rurale;14541106
0;Zone rurale;14541106
0;Zone rurale;14541106
0;Zone rurale;14541106
14109;Isigny-sur-Mer;3674
32202;L'Isle-Jourdain;8568
35215;Janze;8268
60502;Compiegne;70485
0;Zone rurale;14541106
37701;Tours;353042
81202;Labruguiere;6514
0;Zone rurale;14541106
34302;Bedarieux;13279
37108;Langeais;4593
22403;Lannion;49438
2403;Laon;28791
53501;Laval;67160
83308;Bormes-les-Mimosas - Le Lavandou;14116
9202;Lavelanet;7164
33701;Bordeaux;904359
0;Zone rurale;14541106
851;Paris;10706072
851;Paris;10706072
756;Douai - Lens;504537
87601;Limoges;183347
87601;Limoges;183347
87601;Limoges;183347
11301;Limoux;12989
34214;Lodeve;9751
26303;Livron-sur-Drome;16046
86204;Loudun;6740
65302;Lourdes;16982
65302;Lourdes;16982
65302;Lourdes;16982
463;Lunel;49914
70304;Luxeuil-les-Bains;12366
758;Lyon;1639558
758;Lyon;1639558
758;Lyon;1639558
851;Paris;10706072
72701;Le Mans;210018
759;Marseille - Aix-en-Provence;1585498
851;Paris;10706072
759;Marseille - Aix-en-Provence;1585498
0;Zone rurale;14541106
79205;Mauleon;8479
78301;Maule;10150
64204;Mauleon-Licharre;6395
851;Paris;10706072
752;Bethune;355543
45209;Meung-sur-Loire;9217
19101;Meymac;2455
758;Lyon;1639558
34301;Meze;11537
759;Marseille - Aix-en-Provence;1585498
0;Zone rurale;14541106
43301;Monistrol-sur-Loire;13126
83205;Montauroux;9536
551;Montelimar;55791
3501;Montlucon;56615
851;Paris;10706072
74114;Morzine;4604
64302;Mourenx;14531
38204;La Mure;6587
851;Paris;10706072
88204;Neufchateau;6615
0;Zone rurale;14541106
851;Paris;10706072
24109;Nontron;3923
85301;Saint-Jean-de-Monts;12838
44110;Nozay;4087
21204;Nuits-Saint-Georges;6003
755;Rouen;467133
851;Paris;10706072
0;Zone rurale;14541106
64301;Orthez;12917
22303;Paimpol;17817
34206;Palavas-les-Flots;6173
851;Paris;10706072
851;Paris;10706072
42108;Pelussin;4660
66601;Perpignan;200971
54111;Piennes;4620
83201;Pierrefeu-du-Var;6074
26301;Pierrelatte;13105
0;Zone rurale;14541106
45301;Pithiviers;11969
35116;Plelan-le-Grand;3852
22115;Pleneuf-Val-Andre;4009
0;Zone rurale;14541106
86601;Poitiers;130502
49208;La Pommeraye;18356
17116;Pons;4121
27303;Pont-Audemer;22373
38402;Charvieu-Chavagneux;26024
25203;Pont-de-Roide;5695
30304;Pont-Saint-Esprit;15266
0;Zone rurale;14541106
44304;Pornic;19312
759;Marseille - Aix-en-Provence;1585498
13214;Port-Saint-Louis-du-Rhone;8588
757;Toulon;569793
7301;Privas;14767
21701;Dijon;243244
81203;Rabastens;8235
31701;Toulouse;948433
452;Redon;20214
51701;Reims;212949
35701;Rennes;330871
0;Zone rurale;14541106
68124;Ribeauville;4746
0;Zone rurale;14541106
63401;Riom;33406
15102;Riom-es-Montagnes;2591
851;Paris;10706072
42502;Roanne;79899
74502;Cluses;89490
17403;Rochefort;38325
17601;La Rochelle;128466
0;Zone rurale;14541106
12402;Rodez;50571
26501;Romans-sur-Isere;57105
26501;Romans-sur-Isere;57105
35112;Romille;3878
41301;Romorantin-Lanthenay;17748
22110;Rostrenen;3101
755;Rouen;467133
755;Rouen;467133
851;Paris;10706072
74302;Rumilly;16812
13501;Salon-de-Provence;60408
757;Toulon;569793
57401;Sarreguemines (partie francaise);29359
49401;Saumur;29302
44215;Savenay;11232
851;Paris;10706072
21109;Semur-en-Auxois;4124
164;Seyssel;4526
2404;Soissons;42947
0;Zone rurale;14541106
0;Zone rurale;14541106
67701;Strasbourg (partie francaise);461101
851;Paris;10706072
33306;Saint-Andre-de-Cubzac;22342
0;Zone rurale;14541106
48103;Saint-Chely-d'Apcher;4156
851;Paris;10706072
851;Paris;10706072
38701;Grenoble;511598
753;Saint-etienne;373130
851;Paris;10706072
18202;Saint-Florent-sur-Cher;6671
0;Zone rurale;14541106
17402;Royan;35729
851;Paris;10706072
0;Zone rurale;14541106
38123;Saint-Jean-de-Bournay;4622
43103;Saint-Just-Malmont;4147
42501;Saint-Just-Saint-Rambert;60716
47401;Villeneuve-sur-Lot;48824
47401;Villeneuve-sur-Lot;48824
50401;Saint-Lo;24221
68403;Bale (SUI) - Saint-Louis (partie francaise);38768
757;Toulon;569793
0;Zone rurale;14541106
0;Zone rurale;14541106
38701;Grenoble;511598
851;Paris;10706072
83309;Saint-Maximin-la-Sainte-Baume;16037
44401;Saint-Brevin-les-Pins;23405
0;Zone rurale;14541106
0;Zone rurale;14541106
0;Zone rurale;14541106
29305;Saint-Pol-de-Leon;12288
22302;Binic;12615
29210;Saint-Renan;8101
0;Zone rurale;14541106
851;Paris;10706072
63303;Thiers;13925
57601;Thionville;132722
74205;Thones;10092
74501;Thonon-les-Bains;75939
89101;Toucy;2732
31701;Toulouse;948433
62401;Berck;44863
31701;Toulouse;948433
457;Tournon-sur-Rhone;29832
85104;La Tranche-sur-Mer;2863
851;Paris;10706072
0;Zone rurale;14541106
851;Paris;10706072
851;Paris;10706072
753;Saint-etienne;373130
19301;Ussel;9783
25114;Valdahon;5474
84204;Valreas;9492
7402;Aubenas;41552
56501;Vannes;78876
851;Paris;10706072
758;Lyon;1639558
6701;Nice;943354
758;Lyon;1639558
851;Paris;10706072
0;Zone rurale;14541106
65201;Vic-en-Bigorre;5030
32104;Vic-Fezensac;3946
30209;Le Vigan;7165
50201;Villedieu-les-Poeles;5786
38403;Villefontaine;35978
6701;Nice;943354
12301;Villefranche-de-Rouergue;12642
33701;Bordeaux;904359
59702;Lille (partie francaise);1039397
59702;Lille (partie francaise);1039397
2301;Villers-Cotterets;10951
14402;Dives-sur-Mer;34823
851;Paris;10706072
83112;Vinon-sur-Verdon;4196
0;Zone rurale;14541106
88202;Vittel;5213
8106;Vouziers;4383
15103;Ydes;2861
76301;Yvetot;15657
0;Zone rurale;14541106
33305;Andernos-les-Bains;18458
34701;Montpellier;428909
85501;La Roche-sur-Yon;53578
85501;La Roche-sur-Yon;53578
757;Toulon;569793
34501;Beziers;90841
851;Paris;10706072
3502;Vichy;65272
851;Paris;10706072
47501;Agen;81266
40401;Mont-de-Marsan;40141
7402;Aubenas;41552
0;Zone rurale;14541106
0;Zone rurale;14541106
851;Paris;10706072
851;Paris;10706072
458;Dinard;32364
851;Paris;10706072
851;Paris;10706072
